repo,commit,file_path,language,has_defect,lines,function_count,class_count,import_count,export_count,avg_complexity,max_complexity,fan_in,fan_out,code_smell_count,has_test
"axios","32e2515f1e09b649723e4acd89d920df13eee77e","lib/helpers/toFormData.js","javascript",0,250,8,0,3,1,6,14,16,66,4,0
"axios","32e2515f1e09b649723e4acd89d920df13eee77e","lib/core/Axios.js","javascript",0,283,5,1,9,1,6.6,19,6,61,3,0
"axios","030e7223831b0f562af3eb7501b24242c8a4c5ba","scripts/axios-build-instance.js","javascript",1,25,0,0,1,1,0,0,1,7,0,0
"axios","030e7223831b0f562af3eb7501b24242c8a4c5ba","lib/helpers/combineURLs.js","javascript",0,16,1,0,0,1,2,2,1,2,0,0
"axios","a2390a5c059342bcac2a5297728181dd9939f562","lib/adapters/http.js","javascript",1,1249,20,0,32,2,5.05,48,54,316,5,0
"axios","a2390a5c059342bcac2a5297728181dd9939f562","lib/env/data.js","javascript",0,1,0,0,0,1,0,0,4,0,0,0
"axios","fcca2dd85503a236c4ce13749a9a81b6ffc1f2f6","index.d.ts","typescript",1,736,0,4,0,62,0,0,2,2,1,0
"axios","fcca2dd85503a236c4ce13749a9a81b6ffc1f2f6","lib/helpers/spread.js","javascript",0,29,1,0,0,1,1,1,1,1,0,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/adapters/http.js","javascript",1,1249,20,0,32,2,5.05,48,54,317,5,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/core/AxiosHeaders.js","javascript",1,349,27,1,3,1,2.93,13,36,99,4,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/helpers/buildURL.js","javascript",1,67,2,0,2,2,6,11,3,15,1,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/helpers/formDataToStream.js","javascript",1,120,4,1,5,1,4,7,3,33,0,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/helpers/resolveConfig.js","javascript",1,113,4,0,8,1,5.5,17,14,47,3,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/helpers/toFormData.js","javascript",1,250,8,0,3,1,6,14,16,67,4,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/helpers/estimateDataURLDecodedBytes.js","javascript",0,101,2,0,0,1,22.5,40,4,20,3,0
"axios","58d8a125bf8339b9079caf9359c82ac136da95b0","lib/defaults/transitional.js","javascript",0,10,0,0,0,1,0,0,4,0,0,0
"axios","5aa9da03dc01d1110b19c71e44474cc788b7046e","lib/adapters/http.js","javascript",1,1229,20,0,32,2,5,48,54,316,5,0
"axios","5aa9da03dc01d1110b19c71e44474cc788b7046e","lib/helpers/HttpStatusCode.js","javascript",0,78,0,0,0,1,0,0,1,2,0,0
"axios","7b3369a9c4b8666a9bb4e34c9c49712ce542ce01","lib/adapters/http.js","javascript",1,1227,20,0,32,2,5,48,52,314,5,0
"axios","7b3369a9c4b8666a9bb4e34c9c49712ce542ce01","lib/helpers/parseProtocol.js","javascript",0,7,1,0,0,1,3,3,2,1,0,0
"axios","b0771a3c3e6f2bcefd4168f64cf24e454a7fb77a","lib/helpers/resolveConfig.js","javascript",1,109,4,0,8,1,5.25,16,14,46,3,0
"axios","b0771a3c3e6f2bcefd4168f64cf24e454a7fb77a","lib/platform/node/classes/FormData.js","javascript",0,4,0,0,1,1,0,0,2,1,0,0
"axios","67e10e7976b19979234c0665ee921ff38ec8951d","lib/helpers/resolveConfig.js","javascript",1,107,3,0,8,1,1.67,2,14,46,1,0
"axios","67e10e7976b19979234c0665ee921ff38ec8951d","lib/helpers/trackStream.js","javascript",0,90,5,0,0,3,3.4,4,9,16,0,0
"axios","f70731bbdcc08672f4cd3f085198a930f4722c88","lib/core/AxiosHeaders.js","javascript",1,349,27,1,3,1,2.93,13,36,99,4,0
"axios","f70731bbdcc08672f4cd3f085198a930f4722c88","lib/platform/browser/classes/FormData.js","javascript",0,4,0,0,0,1,0,0,1,0,0,0
"axios","315ec44489cafeec509409fb6b0c0a6a88d56dc8","lib/utils.js","javascript",1,933,39,0,1,1,3.69,13,64,136,4,0
"axios","315ec44489cafeec509409fb6b0c0a6a88d56dc8","lib/helpers/null.js","javascript",0,3,0,0,0,1,0,0,0,0,0,0
"axios","40948863677bb793bfff0293cce7e7b4f8a1b212","index.d.ts","typescript",1,735,0,4,0,62,0,0,2,2,1,0
"axios","40948863677bb793bfff0293cce7e7b4f8a1b212","lib/core/Axios.js","javascript",1,282,5,1,9,1,6.6,19,6,60,3,0
"axios","40948863677bb793bfff0293cce7e7b4f8a1b212","lib/helpers/toURLEncodedForm.js","javascript",0,20,1,0,3,1,1,1,1,8,0,0
"axios","40948863677bb793bfff0293cce7e7b4f8a1b212","index.js","javascript",0,46,0,0,1,18,0,0,2,1,0,0
"axios","44f0c5bf73c45df6009365141faa394d73596bd7","lib/helpers/progressEventReducer.js","javascript",1,52,3,0,3,3,1,1,17,13,1,0
"axios","44f0c5bf73c45df6009365141faa394d73596bd7","lib/platform/browser/classes/URLSearchParams.js","javascript",0,5,0,0,1,1,0,0,1,1,0,0
"axios","c4453bab70f53575175903aee60810c821f72129","lib/adapters/fetch.js","javascript",1,471,6,0,12,2,5.83,13,11,95,3,0
"axios","c4453bab70f53575175903aee60810c821f72129","lib/platform/index.js","javascript",0,8,0,0,2,1,0,0,10,2,0,0
"axios","e4826755c5d8ed5e41e567b878ca739fd93e519f","lib/adapters/http.js","javascript",1,1204,22,1,30,2,4.14,31,47,304,6,0
"axios","e4826755c5d8ed5e41e567b878ca739fd93e519f","lib/helpers/cookies.js","javascript",0,61,0,0,2,1,0,0,1,22,0,0
"axios","ac5c335b3b4bf00c024d8b6ede37fcbd7ebb7051","lib/adapters/fetch.js","javascript",1,470,6,0,11,2,5.83,13,11,94,3,0
"axios","ac5c335b3b4bf00c024d8b6ede37fcbd7ebb7051","lib/adapters/http.js","javascript",1,1203,22,1,29,2,4.14,31,47,303,6,0
"axios","ac5c335b3b4bf00c024d8b6ede37fcbd7ebb7051","lib/adapters/xhr.js","javascript",1,227,2,0,10,1,5.5,6,7,54,0,0
"axios","ac5c335b3b4bf00c024d8b6ede37fcbd7ebb7051","lib/core/AxiosHeaders.js","javascript",1,381,29,1,2,1,3.07,13,38,103,4,0
"axios","ac5c335b3b4bf00c024d8b6ede37fcbd7ebb7051","lib/core/InterceptorManager.js","javascript",0,73,5,1,1,1,1.8,3,1,4,0,0
"axios","ac5c335b3b4bf00c024d8b6ede37fcbd7ebb7051","sandbox/client.js","javascript",0,21,2,0,1,0,1,1,0,9,0,0
"axios","23fd0a6a16a4879bc2601c867db0caa2ce178824","index.d.ts","typescript",1,735,0,4,0,62,0,0,2,2,1,0
"axios","23fd0a6a16a4879bc2601c867db0caa2ce178824","lib/helpers/bind.js","javascript",0,15,1,0,0,1,1,1,2,1,0,0
"axios","78e8dcf8754ed9d1219628540d69d09bdba5a9be","lib/helpers/fromDataURI.js","javascript",1,54,1,0,3,1,11,11,1,8,1,0
"axios","78e8dcf8754ed9d1219628540d69d09bdba5a9be","lib/platform/common/utils.js","javascript",0,53,0,0,0,5,0,0,1,1,0,0
"axios","9e6cc4725f074734723909beb3ef9a68644aa905","lib/helpers/formDataToJSON.js","javascript",1,98,4,0,1,1,4.25,11,6,18,1,0
"axios","9e6cc4725f074734723909beb3ef9a68644aa905","lib/cancel/CancelToken.js","javascript",0,136,7,1,1,1,1.86,3,3,15,1,0
"axios","e57349992f230b6b13e80613eb84302560aa5ba8","lib/core/settle.js","javascript",1,32,1,0,1,1,4,4,3,5,0,0
"axios","e57349992f230b6b13e80613eb84302560aa5ba8","lib/helpers/cookies.js","javascript",0,49,0,0,2,1,0,0,1,18,0,0
"axios","ad68e1a484b50086af427f767bbd7d6e3aab7ac3","lib/adapters/fetch.js","javascript",1,471,6,0,11,2,5.67,12,11,94,3,0
"axios","ad68e1a484b50086af427f767bbd7d6e3aab7ac3","lib/helpers/AxiosURLSearchParams.js","javascript",0,62,2,0,1,1,1.5,2,2,10,0,0
"axios","2a51828213128691d2e37502b5eb2cf4965a737d","lib/adapters/http.js","javascript",1,1137,17,1,29,2,4.24,26,34,278,6,0
"axios","2a51828213128691d2e37502b5eb2cf4965a737d","lib/helpers/resolveConfig.js","javascript",0,98,2,0,8,1,1.5,2,12,43,1,0
"axios","0e8b6bbb542131bae9940618d84d5286255d4db1","lib/adapters/http.js","javascript",1,1121,16,1,29,2,4.31,26,32,274,6,0
"axios","0e8b6bbb542131bae9940618d84d5286255d4db1","lib/core/dispatchRequest.js","javascript",0,90,2,0,6,1,3.5,4,4,23,1,0
"axios","79f39e1d041dca87173226d0255f90eaf252564b","lib/adapters/http.js","javascript",1,1110,16,1,29,2,4.13,23,32,273,6,0
"axios","79f39e1d041dca87173226d0255f90eaf252564b","lib/helpers/isURLSameOrigin.js","javascript",0,17,0,0,1,1,0,0,1,2,0,0
"axios","cd0d44825fe1db7ab597bb139206d780ae94a8ce","lib/helpers/resolveConfig.js","javascript",1,91,1,0,8,1,2,2,11,40,1,0
"axios","cd0d44825fe1db7ab597bb139206d780ae94a8ce","lib/utils.js","javascript",1,920,39,0,1,1,3.67,12,63,133,4,0
"axios","cd0d44825fe1db7ab597bb139206d780ae94a8ce","lib/env/classes/FormData.js","javascript",0,3,0,0,1,1,0,0,0,1,0,0
"axios","cd0d44825fe1db7ab597bb139206d780ae94a8ce","lib/helpers/progressEventReducer.js","javascript",0,52,3,0,3,3,1,1,17,13,1,0
"axios","f39203dcbee0632eff0c77cdfe350b08a241f838","lib/adapters/http.js","javascript",1,1109,16,1,29,2,4.13,23,32,273,6,0
"axios","f39203dcbee0632eff0c77cdfe350b08a241f838","lib/helpers/toFormData.js","javascript",0,250,8,0,3,1,6,14,16,67,4,0
"axios","d9b941c3027f815e1ec9727c739699d4776b323f","lib/adapters/fetch.js","javascript",1,460,6,0,11,2,5.67,12,11,94,3,0
"axios","d9b941c3027f815e1ec9727c739699d4776b323f","lib/utils.js","javascript",0,920,39,0,1,1,3.67,12,63,133,4,0
"axios","25387ae1cedb93b385029e759cac9a22b71ec498","index.d.ts","typescript",1,749,0,4,0,61,0,0,2,2,1,0
"axios","25387ae1cedb93b385029e759cac9a22b71ec498","index.js","javascript",1,44,0,0,1,17,0,0,3,1,0,0
"axios","25387ae1cedb93b385029e759cac9a22b71ec498","lib/helpers/formDataToJSON.js","javascript",0,98,4,0,1,1,4.25,11,6,18,1,0
"axios","25387ae1cedb93b385029e759cac9a22b71ec498","vitest.config.js","javascript",0,47,0,0,2,1,0,0,0,5,0,0
"axios","80324886b1f528a9ec25b0e13e2eba4f75fa817a","index.d.ts","typescript",1,719,0,4,0,61,0,0,2,2,1,0
"axios","80324886b1f528a9ec25b0e13e2eba4f75fa817a","lib/adapters/http.js","javascript",1,1109,16,1,29,2,4.13,23,32,273,6,0
"axios","80324886b1f528a9ec25b0e13e2eba4f75fa817a","scripts/axios-build-instance.js","javascript",0,25,0,0,1,1,0,0,1,7,0,0
"axios","80324886b1f528a9ec25b0e13e2eba4f75fa817a","lib/adapters/adapters.js","javascript",0,131,3,0,5,1,5.33,12,4,20,2,0
"axios","a88f748cc957eeb45a982236190d89cf07a8a230","index.d.ts","typescript",1,719,0,4,0,60,0,0,2,2,1,0
"axios","a88f748cc957eeb45a982236190d89cf07a8a230","lib/helpers/shouldBypassProxy.js","javascript",0,154,6,0,0,1,5.83,8,9,50,1,0
"axios","694f1eca8cc3869e88b6434466f432b358962a42","lib/adapters/fetch.js","javascript",1,456,6,0,10,2,5.67,12,11,92,3,0
"axios","694f1eca8cc3869e88b6434466f432b358962a42","lib/defaults/transitional.js","javascript",0,9,0,0,0,1,0,0,4,0,0,0
"axios","bd3816bf9eaff677c3e278df9b03bcd302e9177b","index.d.ts","typescript",1,719,0,4,0,60,0,0,2,2,1,0
"axios","bd3816bf9eaff677c3e278df9b03bcd302e9177b","lib/core/settle.js","javascript",0,32,1,0,1,1,4,4,3,5,0,0
"axios","f2dc4495472071d3ed9a5637f35660226c8e44c6","lib/core/dispatchRequest.js","javascript",1,78,2,0,6,1,3.5,4,4,23,0,0
"axios","f2dc4495472071d3ed9a5637f35660226c8e44c6","scripts/update-readme-sponsors.mjs","javascript",0,73,4,0,2,0,2.25,3,5,24,0,0
"axios","a501f100a774f8b382b0844fb7cdd168b90c4a31","lib/helpers/parseProtocol.js","javascript",1,7,1,0,0,1,3,3,2,1,0,0
"axios","a501f100a774f8b382b0844fb7cdd168b90c4a31","lib/core/dispatchRequest.js","javascript",0,78,2,0,6,1,3.5,4,4,23,0,0
"axios","cc9aa2f487d460dd61e7d1f1941cdafac1131ad2","lib/adapters/xhr.js","javascript",1,223,2,0,10,1,5.5,6,3,50,0,0
"axios","cc9aa2f487d460dd61e7d1f1941cdafac1131ad2","lib/core/AxiosError.js","javascript",0,92,3,1,1,1,3.67,5,12,5,1,0
"axios","afca61a070728e717203c2bc21e7b589b59b858b","lib/adapters/http.js","javascript",1,1095,16,1,29,2,4.13,23,32,271,6,0
"axios","afca61a070728e717203c2bc21e7b589b59b858b","lib/adapters/fetch.js","javascript",0,456,6,0,10,2,5.67,12,11,92,3,0
"axios","d8165e9f2c4a73176a372d5d84f43c5fd166026b","lib/adapters/http.js","javascript",1,1084,16,1,29,2,3.88,19,32,269,5,0
"axios","d8165e9f2c4a73176a372d5d84f43c5fd166026b","lib/helpers/validator.js","javascript",0,113,2,0,2,1,5,8,3,11,0,0
"axios","e5540dcafe423909527c0af097fb6ae7f68c08f3","lib/adapters/fetch.js","javascript",1,455,6,0,10,2,5.67,12,11,92,3,0
"axios","e5540dcafe423909527c0af097fb6ae7f68c08f3","lib/helpers/estimateDataURLDecodedBytes.js","javascript",1,85,2,0,0,1,19,33,4,19,2,0
"axios","e5540dcafe423909527c0af097fb6ae7f68c08f3","lib/helpers/fromDataURI.js","javascript",0,54,1,0,3,1,11,11,1,8,1,0
"axios","e5540dcafe423909527c0af097fb6ae7f68c08f3","lib/core/transformData.js","javascript",0,29,1,0,3,1,3,3,1,8,0,0
"axios","fba7fcc44ee808af5cef423d07b0d81cbfce1502","lib/adapters/fetch.js","javascript",1,354,5,0,9,2,6,12,10,81,2,0
"axios","fba7fcc44ee808af5cef423d07b0d81cbfce1502","lib/helpers/estimateDataURLDecodedBytes.js","javascript",1,74,2,0,0,1,17.5,30,3,18,2,0
"axios","fba7fcc44ee808af5cef423d07b0d81cbfce1502","lib/helpers/buildURL.js","javascript",0,67,2,0,2,1,6,11,3,15,1,0
"axios","fba7fcc44ee808af5cef423d07b0d81cbfce1502","lib/defaults/index.js","javascript",0,178,2,0,7,1,4.5,6,10,47,0,0
"axios","be3336014e01f9a4fc1f8aef15303cf7daaf58db","lib/adapters/http.js","javascript",1,1071,18,1,29,2,3.61,19,33,269,5,0
"axios","be3336014e01f9a4fc1f8aef15303cf7daaf58db","lib/adapters/xhr.js","javascript",0,223,2,0,10,1,5.5,6,3,50,0,0
"axios","6feafcff6c2dbafe206161c5d09e38e1d36af66f","lib/adapters/http.js","javascript",1,1065,18,1,29,2,3.61,19,30,262,5,0
"axios","6feafcff6c2dbafe206161c5d09e38e1d36af66f","lib/core/mergeConfig.js","javascript",1,111,7,0,2,1,2.86,5,13,33,2,0
"axios","6feafcff6c2dbafe206161c5d09e38e1d36af66f","lib/helpers/resolveConfig.js","javascript",1,79,0,0,8,1,0,0,2,30,0,0
"axios","6feafcff6c2dbafe206161c5d09e38e1d36af66f","lib/helpers/validator.js","javascript",1,111,2,0,2,1,4.5,7,3,10,0,0
"axios","6feafcff6c2dbafe206161c5d09e38e1d36af66f","lib/helpers/parseProtocol.js","javascript",0,7,1,0,0,1,3,3,2,1,0,0
"axios","6feafcff6c2dbafe206161c5d09e38e1d36af66f","lib/adapters/fetch.js","javascript",0,354,5,0,9,2,6,12,10,81,2,0
"axios","302e2739c602f00e323d4f3f5c79500647633a73","index.d.ts","typescript",1,717,0,4,0,60,0,0,2,2,1,0
"axios","302e2739c602f00e323d4f3f5c79500647633a73","lib/adapters/http.js","javascript",1,1037,18,1,28,2,3.61,19,30,255,5,0
"axios","302e2739c602f00e323d4f3f5c79500647633a73","lib/core/mergeConfig.js","javascript",1,110,7,0,2,1,2.86,5,13,33,2,0
"axios","302e2739c602f00e323d4f3f5c79500647633a73","lib/helpers/formDataToStream.js","javascript",0,120,4,1,5,1,4,7,3,33,0,0
"axios","302e2739c602f00e323d4f3f5c79500647633a73","lib/utils.js","javascript",0,920,39,0,1,1,3.67,12,63,133,4,0
"axios","42eb721eebc95cfded8d6c70cf62f3fbe83f3246","lib/helpers/resolveConfig.js","javascript",1,71,0,0,8,1,0,0,2,30,0,0
"axios","42eb721eebc95cfded8d6c70cf62f3fbe83f3246","lib/helpers/speedometer.js","javascript",0,56,1,0,0,1,3,3,1,2,0,0
"axios","75873270a59bd5d895322eee145738e95fb89258","lib/core/mergeConfig.js","javascript",1,110,7,0,2,1,2.86,5,13,31,2,0
"axios","75873270a59bd5d895322eee145738e95fb89258","lib/helpers/deprecatedMethod.js","javascript",0,32,1,0,0,1,4,4,0,2,0,0
"axios","f0b98673b32677643a3b608431270d36e997473c","lib/helpers/formDataToStream.js","javascript",1,119,4,1,5,1,4,7,3,31,0,0
"axios","f0b98673b32677643a3b608431270d36e997473c","lib/helpers/validator.js","javascript",0,111,2,0,2,1,4.5,7,3,10,0,0
"axios","e8904af03385b040e53f1263a444e825db4335d9","lib/helpers/shouldBypassProxy.js","javascript",1,111,4,0,0,1,5.25,8,6,36,1,0
"axios","e8904af03385b040e53f1263a444e825db4335d9","lib/helpers/estimateDataURLDecodedBytes.js","javascript",0,74,2,0,0,1,17.5,30,3,18,2,0
"axios","1c7f6d76e58359daddf38a6e636dd801ffd9c61b","lib/adapters/http.js","javascript",1,1013,17,1,28,2,3.65,19,29,253,5,0
"axios","1c7f6d76e58359daddf38a6e636dd801ffd9c61b","lib/platform/browser/index.js","javascript",0,14,0,0,3,1,0,0,0,3,0,0
"axios","48fd644be167f85f6b193ec376133f85ff8f8911","lib/adapters/http.js","javascript",1,979,17,1,28,2,3.65,19,29,248,5,0
"axios","48fd644be167f85f6b193ec376133f85ff8f8911","index.js","javascript",0,44,0,0,1,17,0,0,3,1,0,0
"axios","70302b6c9008b3d5242c9685a4c01151e53a4c74","lib/adapters/http.js","javascript",1,971,16,1,28,2,3.75,19,21,239,5,0
"axios","70302b6c9008b3d5242c9685a4c01151e53a4c74","lib/helpers/shouldBypassProxy.js","javascript",0,111,4,0,0,1,5.25,8,6,36,1,0
"axios","17b90d0be692f1704e4623731163285b0480520f","lib/defaults/index.js","javascript",1,173,1,0,7,1,6,6,4,40,0,0
"axios","17b90d0be692f1704e4623731163285b0480520f","lib/adapters/http.js","javascript",0,971,16,1,28,2,3.75,19,21,239,5,0
"axios","37cf18f2e2c10171ddd851c8e46938d48cc35948","lib/core/mergeConfig.js","javascript",1,108,7,0,2,1,2.86,5,13,29,2,0
"axios","0a73b7c585356fd7a85c35fda756dcaffae6089c","lib/adapters/http.js","javascript",1,970,16,1,28,2,3.75,19,21,239,5,0
"axios","0a73b7c585356fd7a85c35fda756dcaffae6089c","lib/utils.js","javascript",1,920,39,0,1,1,3.62,12,63,132,4,0
"axios","d87df3f7a1c3417ec02acb667cbb47e2c1c8d473","lib/helpers/AxiosURLSearchParams.js","javascript",1,63,2,0,1,1,1.5,2,2,10,0,0
"axios","d87df3f7a1c3417ec02acb667cbb47e2c1c8d473","gulpfile.js","javascript",0,94,1,0,4,5,1,1,2,45,0,0
"axios","42b215406e4d89b6300c1dfe912baf015fef226c","index.d.ts","typescript",1,716,0,4,0,60,0,0,2,2,1,0
"axios","42b215406e4d89b6300c1dfe912baf015fef226c","lib/core/AxiosError.js","javascript",1,91,3,1,1,1,3.67,5,12,5,1,0
"axios","42b215406e4d89b6300c1dfe912baf015fef226c","lib/helpers/toFormData.js","javascript",1,242,8,0,3,1,5.75,14,16,67,3,0
"axios","623c0032ab5812def9cd71b79b1e5e56d447104d","lib/adapters/fetch.js","javascript",1,352,5,0,9,2,6,12,10,81,2,0
"axios","c7a76ddbf277db864ee6cfb4ef17b8a08ffbe3f5","lib/core/AxiosHeaders.js","javascript",1,379,30,1,2,1,3,13,39,107,4,0
"axios","c7a76ddbf277db864ee6cfb4ef17b8a08ffbe3f5","lib/helpers/shouldBypassProxy.js","javascript",1,107,3,0,0,1,6.67,8,4,33,1,0
"axios","914bc2605ae43cee86fc1327c3f0022e1870d431","index.d.ts","typescript",1,772,0,4,0,60,0,0,2,2,1,0
"axios","0912bde937c9505ce5464d5b9c56b81d1edeab63","lib/helpers/progressEventReducer.js","javascript",1,52,3,0,3,3,1,1,17,10,1,0
"axios","8b68491d04838aaab5d1a4d30e23d1f534beceeb","lib/helpers/formDataToJSON.js","javascript",1,96,4,0,1,1,4,10,6,16,0,0
"axios","62f62816608823e1b152b27d3209092adc77b454","lib/adapters/http.js","javascript",1,955,14,1,28,2,4.07,19,20,234,5,0
"axios","62f62816608823e1b152b27d3209092adc77b454","lib/helpers/formDataToJSON.js","javascript",0,96,4,0,1,1,4,10,6,16,0,0
"axios","c44f4d728b89584cbabbc6f92a5aec543a489b8b","lib/adapters/fetch.js","javascript",1,339,5,0,9,2,6,12,8,76,2,0
"axios","9df2cd3df7d02b883a48761440a899b2599ff905","index.d.ts","typescript",1,812,0,4,0,60,0,0,2,2,1,0
"axios","772a4e54ecc4cc2421e2b746daff0aca10f359d7","lib/core/buildFullPath.js","javascript",1,23,1,0,2,1,4,4,3,4,0,0
"axios","fb3befb6daac6cad26b2e54094d0f2d9e47f24df","lib/core/Axios.js","javascript",1,262,5,1,9,1,6.4,19,6,57,3,0
"axios","fb3befb6daac6cad26b2e54094d0f2d9e47f24df","lib/core/AxiosHeaders.js","javascript",1,347,27,1,2,1,2.93,13,35,98,4,0
"axios","8023035109c9de959ca47a64658dd97258d5eca7","lib/adapters/http.js","javascript",1,952,14,1,27,2,4,18,20,232,5,0
"axios","a04dd96dbbc31f8b8ff2658706a92224b8956ce9","lib/adapters/http.js","javascript",1,953,14,1,27,2,4,18,20,232,5,0
"axios","a04dd96dbbc31f8b8ff2658706a92224b8956ce9","sandbox/server.js","javascript",1,132,3,0,4,0,3,6,4,31,0,0
"axios","76794ac27a7222f22f69f96e01305f1ae836c131","lib/adapters/fetch.js","javascript",1,335,5,0,9,2,6,12,8,75,2,0
"axios","76794ac27a7222f22f69f96e01305f1ae836c131","bin/repo.js","javascript",0,41,3,0,2,4,1.67,2,6,10,0,0
"axios","ebc6056adc341b1bcc7c940262391c2b4c7223b6","lib/adapters/http.js","javascript",1,953,14,1,27,2,4,18,20,232,5,0
"axios","ebc6056adc341b1bcc7c940262391c2b4c7223b6","bin/pr.js","javascript",0,140,5,0,8,0,2.6,8,6,56,1,0
"axios","fa337332b9cb675b2840e94f105a5b0440899642","lib/adapters/http.js","javascript",1,950,14,1,27,2,3.93,18,20,231,5,0
"axios","fa337332b9cb675b2840e94f105a5b0440899642","bin/githubAxios.js","javascript",0,25,0,0,2,1,0,0,3,9,0,0
"axios","f17a787026a2ab19bdf54feabb1252543aebc9ea","lib/core/AxiosHeaders.js","javascript",1,345,27,1,2,1,2.93,13,35,97,4,0
"axios","f17a787026a2ab19bdf54feabb1252543aebc9ea","bin/actions/notify_published.js","javascript",0,27,0,0,3,0,0,0,1,11,0,0
"axios","3e30bbf1b33c8b6213c793eb0cf6b61b0edc72f1","lib/core/AxiosError.js","javascript",1,85,3,1,1,1,3,5,12,5,1,0
"axios","3e30bbf1b33c8b6213c793eb0cf6b61b0edc72f1","lib/helpers/buildURL.js","javascript",0,67,2,0,2,1,6,11,3,15,1,0
"axios","822e3e40b4f9287b5a787f5d1dfb3ae7f8a0faa3","lib/utils.js","javascript",1,835,36,0,1,1,3.67,12,62,131,4,0
"axios","822e3e40b4f9287b5a787f5d1dfb3ae7f8a0faa3","bin/resolveNPMTag.js","javascript",0,21,0,0,3,0,0,0,0,12,0,0
"axios","ef3711d1b3a3c1eb4f11dc43e8db38e9c5342448","lib/core/AxiosError.js","javascript",1,74,3,1,1,1,3,5,12,4,1,0
"axios","ef3711d1b3a3c1eb4f11dc43e8db38e9c5342448","bin/RepoBot.js","javascript",0,135,6,1,8,1,3.5,9,5,41,1,0
"axios","04cf01969ed58f96920da032f340bfe4614aab90","lib/core/mergeConfig.js","javascript",1,106,7,0,2,1,2.86,5,13,28,2,0
"axios","04cf01969ed58f96920da032f340bfe4614aab90","lib/utils.js","javascript",1,800,36,0,1,1,3.58,12,62,131,3,0
"axios","04cf01969ed58f96920da032f340bfe4614aab90","lib/helpers/isAxiosError.js","javascript",0,15,1,0,1,1,2,2,1,2,0,0
"axios","04cf01969ed58f96920da032f340bfe4614aab90","bin/ssl_hotfix.js","javascript",0,23,0,0,1,0,0,0,0,9,0,0
"axios","569f028a5878faaec8d7d138ba686aac407bda4c","lib/adapters/fetch.js","javascript",1,289,5,0,9,2,6,12,8,75,2,0
"axios","569f028a5878faaec8d7d138ba686aac407bda4c","bin/actions/notify_published.js","javascript",0,29,0,0,3,0,0,0,1,11,0,0
"axios","44b7c9f0c4900fd8784f18e871199402f07fc69f","index.d.ts","typescript",1,810,0,4,0,60,0,0,2,2,1,0
"axios","44b7c9f0c4900fd8784f18e871199402f07fc69f","lib/core/Axios.js","javascript",1,241,5,1,8,1,6.4,19,6,54,3,0
"axios","44b7c9f0c4900fd8784f18e871199402f07fc69f","lib/defaults/transitional.js","javascript",1,8,0,0,0,1,0,0,3,0,0,0
"axios","44b7c9f0c4900fd8784f18e871199402f07fc69f","lib/adapters/xhr.js","javascript",0,201,2,0,10,1,5.5,6,3,50,0,0
"axios","44b7c9f0c4900fd8784f18e871199402f07fc69f","bin/githubAxios.js","javascript",0,20,0,0,2,1,0,0,3,9,0,0
"axios","af4f6d960f7478604841cfff2eb5c2491565c518","lib/core/Axios.js","javascript",1,246,5,1,8,1,6.4,19,6,58,3,0
"axios","af4f6d960f7478604841cfff2eb5c2491565c518","bin/sponsors.js","javascript",0,76,3,0,4,0,2.33,3,4,27,0,0
"axios","5945e40bb171d4ac4fc195df276cf952244f0f89","index.d.ts","typescript",1,606,0,4,0,60,0,0,2,2,1,0
"axios","5945e40bb171d4ac4fc195df276cf952244f0f89","lib/helpers/isURLSameOrigin.js","javascript",0,15,0,0,1,1,0,0,1,2,0,0
"axios","7373fbff24cd92ce650d99ff6f7fe08c2e2a0a04","lib/helpers/deprecatedMethod.js","javascript",0,27,1,0,0,1,4,4,0,2,0,0
"axios","f8694341deaabd2e81059543fe03f9c791656903","index.d.ts","typescript",1,588,0,4,0,60,0,0,2,2,1,0
"axios","f8694341deaabd2e81059543fe03f9c791656903","bin/sponsors.js","javascript",0,65,3,0,4,0,2.33,3,4,27,0,0
"axios","0bf4608d606f3c2c01ce9400c32fc9165cfc70b2","lib/adapters/http.js","javascript",1,898,14,1,27,2,3.93,18,20,231,5,0
"axios","0bf4608d606f3c2c01ce9400c32fc9165cfc70b2","lib/helpers/spread.js","javascript",0,29,1,0,0,1,1,1,1,1,0,0
"axios","ec9d94e9f88da13e9219acadf65061fb38ce080a","lib/defaults/index.js","javascript",1,162,1,0,7,1,6,6,4,40,0,0
"axios","ec9d94e9f88da13e9219acadf65061fb38ce080a","lib/helpers/speedometer.js","javascript",0,56,1,0,0,1,3,3,1,2,0,0
"requests","96b22fa18c00831656ee4b286bf1c9062459b00a","src/requests/exceptions.py","python",1,142,2,16,2,0,3,4,14,25,1,0
"requests","96b22fa18c00831656ee4b286bf1c9062459b00a","src/requests/packages.py","python",0,29,0,0,4,0,0,0,0,4,0,0
